0,1,36000.0,32.0,276000.0,30,240,3.0,1.0,0.0
1,0,38000.0,35.0,631000.0,24,84,2.0,1.0,1.0
2,1,141000.0,61.0,645000.0,60,36,3.0,1.0,0.0
3,1,102000.0,24.0,442000.0,30,258,2.0,0.0,0.0
4,1,80000.0,51.0,182000.0,54,60,4.0,0.0,0.0
5,1,31000.0,39.0,208000.0,36,204,3.0,1.0,0.0
6,0,23000.0,24.0,531000.0,30,96,2.0,2.0,1.0
7,0,20000.0,36.0,571000.0,30,66,0.0,0.0,2.0
8,0,24000.0,18.0,478000.0,60,54,1.0,0.0,0.0
9,1,53000.0,34.0,198000.0,36,60,3.0,1.0,0.0
10,1,137000.0,55.0,425000.0,48,222,4.0,0.0,0.0
11,0,38000.0,31.0,557000.0,54,12,1.0,1.0,1.0
12,1,110000.0,40.0,522000.0,12,240,4.0,1.0,0.0
13,0,28000.0,49.0,489000.0,12,96,0.0,4.0,0.0
14,0,24000.0,24.0,602000.0,48,216,2.0,0.0,1.0
15,0,41000.0,26.0,428000.0,24,84,0.0,4.0,0.0
16,1,81000.0,39.0,232000.0,12,78,3.0,0.0,0.0
17,1,89000.0,46.0,241000.0,36,270,2.0,0.0,0.0
18,1,85000.0,50.0,203000.0,36,36,2.0,1.0,0.0
19,0,39000.0,47.0,350000.0,30,42,1.0,1.0,1.0
20,1,98000.0,47.0,231000.0,24,120,5.0,0.0,0.0
21,0,35000.0,50.0,659000.0,48,60,1.0,1.0,0.0
22,0,42000.0,29.0,417000.0,48,126,1.0,2.0,2.0
23,1,164000.0,47.0,493000.0,18,252,2.0,1.0,0.0
24,0,13000.0,26.0,443000.0,12,48,1.0,0.0,1.0
25,0,27000.0,18.0,498000.0,48,36,0.0,1.0,1.0
26,0,41000.0,23.0,518000.0,60,72,1.0,3.0,0.0
27,1,65000.0,51.0,253000.0,30,252,3.0,0.0,0.0
28,1,125000.0,54.0,451000.0,36,270,6.0,0.0,0.0
29,0,42000.0,24.0,433000.0,30,72,1.0,1.0,1.0
30,0,44000.0,35.0,372000.0,42,84,0.0,3.0,0.0
31,0,33000.0,36.0,390000.0,12,48,1.0,3.0,0.0
32,0,23000.0,27.0,465000.0,30,78,1.0,1.0,1.0
33,1,185000.0,46.0,460000.0,48,72,2.0,0.0,0.0
34,0,22000.0,50.0,371000.0,30,96,0.0,0.0,3.0
35,1,158000.0,48.0,387000.0,24,96,4.0,1.0,0.0
36,0,38000.0,25.0,443000.0,54,6,1.0,1.0,0.0
37,0,32000.0,38.0,556000.0,48,96,0.0,3.0,1.0
38,1,40000.0,43.0,239000.0,18,60,5.0,0.0,0.0
39,0,33000.0,36.0,711000.0,42,114,1.0,4.0,0.0
40,0,32000.0,26.0,360000.0,48,270,1.0,1.0,0.0
41,0,46000.0,34.0,494000.0,54,114,1.0,5.0,0.0
42,1,116000.0,36.0,467000.0,48,258,3.0,0.0,0.0
43,0,24000.0,26.0,505000.0,54,30,0.0,0.0,1.0
44,1,176000.0,52.0,390000.0,36,204,3.0,0.0,0.0
45,0,10000.0,35.0,676000.0,36,30,0.0,0.0,1.0
46,0,40000.0,36.0,458000.0,36,54,0.0,1.0,1.0
47,1,128000.0,35.0,481000.0,60,48,3.0,1.0,0.0
48,0,19000.0,39.0,410000.0,24,120,2.0,1.0,1.0
49,0,30000.0,33.0,652000.0,36,48,0.0,2.0,1.0
50,1,108000.0,51.0,397000.0,36,72,5.0,0.0,0.0
51,0,40000.0,46.0,524000.0,24,96,1.0,1.0,0.0
52,1,136000.0,47.0,472000.0,48,72,1.0,1.0,0.0
53,1,123000.0,54.0,323000.0,24,84,4.0,1.0,0.0
54,0,34000.0,49.0,421000.0,60,78,0.0,1.0,0.0
55,1,115000.0,40.0,522000.0,60,138,5.0,0.0,0.0
56,0,24000.0,24.0,423000.0,24,36,1.0,0.0,1.0
57,1,40000.0,28.0,161000.0,42,54,4.0,1.0,0.0
58,0,38000.0,41.0,660000.0,36,6,1.0,5.0,1.0
59,1,49000.0,55.0,249000.0,48,54,4.0,0.0,0.0
60,0,25000.0,32.0,361000.0,54,30,1.0,1.0,1.0
61,1,41000.0,40.0,111000.0,36,84,5.0,0.0,0.0
62,0,34000.0,23.0,379000.0,42,60,0.0,5.0,1.0
63,1,49000.0,45.0,264000.0,30,90,2.0,0.0,0.0
64,0,36000.0,36.0,567000.0,42,48,1.0,1.0,2.0
65,0,36000.0,56.0,414000.0,24,54,1.0,2.0,0.0
66,0,20000.0,19.0,545000.0,60,48,0.0,0.0,0.0
67,1,119000.0,54.0,486000.0,24,114,3.0,1.0,0.0
68,1,149000.0,75.0,465000.0,42,42,4.0,0.0,0.0
69,0,27000.0,32.0,290000.0,48,54,1.0,1.0,0.0
70,0,26000.0,21.0,550000.0,42,36,1.0,3.0,0.0
71,1,100000.0,50.0,268000.0,30,48,4.0,1.0,0.0
72,0,36000.0,31.0,633000.0,54,60,1.0,1.0,1.0
73,1,154000.0,37.0,385000.0,42,42,2.0,1.0,0.0
74,0,23000.0,29.0,618000.0,12,18,1.0,2.0,2.0
75,0,45000.0,18.0,623000.0,24,42,1.0,1.0,1.0
76,1,181000.0,56.0,537000.0,30,48,4.0,0.0,0.0
77,1,101000.0,47.0,572000.0,30,66,3.0,0.0,0.0
78,0,27000.0,27.0,400000.0,54,30,0.0,1.0,0.0
79,1,77000.0,39.0,183000.0,36,66,4.0,0.0,0.0
80,0,35000.0,48.0,413000.0,18,48,1.0,0.0,2.0
81,1,101000.0,45.0,476000.0,12,66,4.0,1.0,0.0
82,0,32000.0,26.0,617000.0,36,60,2.0,1.0,0.0
83,1,47000.0,54.0,161000.0,42,174,3.0,0.0,0.0
84,0,31000.0,27.0,585000.0,30,30,2.0,3.0,1.0
85,0,39000.0,27.0,385000.0,54,48,0.0,1.0,1.0
86,1,141000.0,67.0,648000.0,42,186,3.0,1.0,0.0
87,1,43000.0,72.0,284000.0,36,102,4.0,1.0,0.0
88,1,78000.0,36.0,198000.0,48,180,3.0,0.0,0.0
89,0,40000.0,41.0,507000.0,30,84,2.0,0.0,1.0
90,1,31000.0,49.0,244000.0,54,96,3.0,1.0,0.0
91,1,128000.0,45.0,776000.0,42,84,3.0,1.0,0.0
92,0,40000.0,25.0,396000.0,24,6,1.0,1.0,0.0
93,1,88000.0,21.0,226000.0,42,192,4.0,0.0,0.0
94,0,28000.0,22.0,538000.0,36,162,0.0,1.0,2.0
95,1,72000.0,45.0,124000.0,24,258,4.0,1.0,0.0
96,0,29000.0,45.0,595000.0,30,24,0.0,0.0,0.0
97,0,46000.0,37.0,507000.0,60,30,2.0,2.0,1.0
98,0,42000.0,32.0,460000.0,36,48,1.0,2.0,1.0
99,0,35000.0,32.0,581000.0,42,150,0.0,1.0,0.0
100,1,5000.0,46.0,168000.0,18,240,4.0,0.0,0.0
101,0,26000.0,38.0,376000.0,54,72,1.0,2.0,1.0
102,0,40000.0,41.0,640000.0,42,54,1.0,5.0,1.0
103,0,29000.0,25.0,497000.0,18,72,1.0,2.0,1.0
104,1,127000.0,30.0,417000.0,54,84,4.0,0.0,0.0
105,1,100000.0,35.0,181000.0,12,48,1.0,0.0,0.0
106,0,31000.0,19.0,323000.0,48,96,1.0,1.0,0.0
107,0,40000.0,19.0,461000.0,60,30,0.0,1.0,0.0
108,1,109000.0,32.0,708000.0,42,30,6.0,0.0,0.0
109,1,40000.0,45.0,201000.0,54,156,1.0,0.0,0.0
110,1,27000.0,40.0,137000.0,54,150,4.0,0.0,0.0
111,0,34000.0,30.0,424000.0,24,54,1.0,2.0,3.0
112,0,25000.0,43.0,581000.0,42,96,1.0,3.0,2.0
113,1,95000.0,61.0,188000.0,42,108,2.0,1.0,0.0
114,0,29000.0,22.0,456000.0,24,36,1.0,0.0,1.0
115,0,32000.0,35.0,483000.0,48,24,1.0,2.0,0.0
116,1,126000.0,55.0,611000.0,30,66,4.0,1.0,0.0
117,1,128000.0,50.0,507000.0,60,54,3.0,0.0,0.0
118,0,33000.0,38.0,438000.0,48,72,0.0,0.0,0.0
119,0,42000.0,39.0,596000.0,30,18,1.0,2.0,0.0
120,1,180000.0,38.0,419000.0,36,72,5.0,1.0,0.0
121,0,34000.0,32.0,411000.0,48,30,0.0,3.0,1.0
122,0,32000.0,32.0,467000.0,42,90,1.0,3.0,0.0
123,1,115000.0,55.0,583000.0,48,48,3.0,1.0,0.0
124,0,32000.0,28.0,358000.0,30,36,0.0,1.0,0.0
125,1,186000.0,28.0,504000.0,18,48,2.0,1.0,0.0
126,1,42000.0,32.0,189000.0,54,36,2.0,0.0,0.0
127,1,15000.0,62.0,190000.0,30,90,2.0,0.0,0.0
128,0,26000.0,32.0,573000.0,54,36,3.0,2.0,1.0
129,1,40000.0,37.0,220000.0,54,42,3.0,1.0,0.0
130,1,99000.0,33.0,213000.0,42,246,3.0,1.0,0.0
131,1,136000.0,55.0,486000.0,12,198,3.0,1.0,0.0
132,1,76000.0,48.0,262000.0,24,162,4.0,0.0,0.0
133,1,78000.0,47.0,206000.0,42,114,3.0,0.0,0.0
134,0,19000.0,32.0,456000.0,42,90,1.0,2.0,0.0
135,0,30000.0,37.0,510000.0,42,84,1.0,0.0,0.0
136,1,29000.0,40.0,161000.0,24,132,2.0,1.0,0.0
